Date_SingleModel,Home_SingleModel,Away_SingleModel,ActualWinner_SingleModel,PredictedWinner_SingleModel,ActualSpread_SingleModel,PredictedSpread_SingleModel,SpreadError_SingleModel,Correct_SingleModel,HomePoints_SingleModel,AwayPoints_SingleModel,PredictedHomePoints_SingleModel,PredictedAwayPoints_SingleModel,Date_weekBatchRetrain,Home_weekBatchRetrain,Away_weekBatchRetrain,ActualWinner_weekBatchRetrain,PredictedWinner_weekBatchRetrain,ActualSpread_weekBatchRetrain,PredictedSpread_weekBatchRetrain,SpreadError_weekBatchRetrain,Correct_weekBatchRetrain,HomePoints_weekBatchRetrain,AwayPoints_weekBatchRetrain,PredictedHomePoints_weekBatchRetrain,PredictedAwayPoints_weekBatchRetrain
2024-11-22,New Orleans Pelicans,Golden State Warriors,Golden State Warriors,Golden State Warriors,4.0,7.5,3.5,True,108.0,112.0,106.2,113.7,2024-11-22,New Orleans Pelicans,Golden State Warriors,Golden State Warriors,Golden State Warriors,4.0,18.7,14.7,True,108.0,112.0,105.4,124.1
2024-11-22,Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers,Philadelphia 76ers,15.0,6.2,8.8,True,113.0,98.0,108.1,101.9,2024-11-22,Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers,Philadelphia 76ers,15.0,2.5,12.5,True,113.0,98.0,104.1,101.6
2024-11-22,Chicago Bulls,Atlanta Hawks,Chicago Bulls,Chicago Bulls,14.0,2.1,11.9,True,136.0,122.0,130.5,128.3,2024-11-22,Chicago Bulls,Atlanta Hawks,Chicago Bulls,Atlanta Hawks,14.0,5.6,8.4,False,136.0,122.0,123.7,129.3
2024-11-21,Los Angeles Lakers,Orlando Magic,Orlando Magic,Los Angeles Lakers,1.0,6.6,5.6,False,118.0,119.0,117.6,110.9,2024-11-21,Los Angeles Lakers,Orlando Magic,Orlando Magic,Los Angeles Lakers,1.0,9.7,8.7,False,118.0,119.0,117.5,107.8
2024-11-21,San Antonio Spurs,Utah Jazz,San Antonio Spurs,San Antonio Spurs,8.0,5.8,2.2,True,126.0,118.0,120.4,114.6,2024-11-21,San Antonio Spurs,Utah Jazz,San Antonio Spurs,San Antonio Spurs,8.0,7.4,0.5999999999999996,True,126.0,118.0,125.6,118.2
2024-11-21,Toronto Raptors,Minnesota Timberwolves,Toronto Raptors,Toronto Raptors,5.0,6.5,1.5,True,110.0,105.0,115.4,108.9,2024-11-21,Toronto Raptors,Minnesota Timberwolves,Toronto Raptors,Toronto Raptors,5.0,4.0,1.0,True,110.0,105.0,121.8,117.8
2024-11-21,Charlotte Hornets,Detroit Pistons,Charlotte Hornets,Detroit Pistons,2.0,0.7,1.3,False,123.0,121.0,116.4,117.0,2024-11-21,Charlotte Hornets,Detroit Pistons,Charlotte Hornets,Detroit Pistons,2.0,1.0,1.0,False,123.0,121.0,112.8,113.8
2024-11-20,Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,Oklahoma City Thunder,10.0,14.4,4.4,True,109.0,99.0,110.3,95.9,2024-11-20,Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,Oklahoma City Thunder,10.0,10.3,0.3000000000000007,True,109.0,99.0,106.3,96.0
2024-11-20,Golden State Warriors,Atlanta Hawks,Golden State Warriors,Golden State Warriors,23.0,12.7,10.3,True,120.0,97.0,114.1,101.4,2024-11-20,Golden State Warriors,Atlanta Hawks,Golden State Warriors,Golden State Warriors,23.0,11.7,11.3,True,120.0,97.0,112.1,100.4
2024-11-20,Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,Los Angeles Clippers,11.0,5.6,5.4,True,104.0,93.0,100.3,94.8,2024-11-20,Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,Los Angeles Clippers,11.0,10.0,1.0,True,104.0,93.0,109.7,99.7
2024-11-20,Phoenix Suns,New York Knicks,New York Knicks,New York Knicks,16.0,4.7,11.3,True,122.0,138.0,126.0,130.7,2024-11-20,Phoenix Suns,New York Knicks,New York Knicks,New York Knicks,16.0,3.0,13.0,True,122.0,138.0,119.4,122.4
2024-11-20,Houston Rockets,Indiana Pacers,Houston Rockets,Houston Rockets,17.0,14.5,2.5,True,130.0,113.0,127.6,113.1,2024-11-20,Houston Rockets,Indiana Pacers,Houston Rockets,Houston Rockets,17.0,15.0,2.0,True,130.0,113.0,106.7,91.8
2024-11-20,Memphis Grizzlies,Philadelphia 76ers,Memphis Grizzlies,Memphis Grizzlies,6.0,10.5,4.5,True,117.0,111.0,116.1,105.6,2024-11-20,Memphis Grizzlies,Philadelphia 76ers,Memphis Grizzlies,Memphis Grizzlies,6.0,16.6,10.600000000000001,True,117.0,111.0,118.5,101.9
2024-11-20,Cleveland Cavaliers,New Orleans Pelicans,Cleveland Cavaliers,Cleveland Cavaliers,28.0,21.9,6.100000000000001,True,128.0,100.0,122.6,100.7,2024-11-20,Cleveland Cavaliers,New Orleans Pelicans,Cleveland Cavaliers,Cleveland Cavaliers,28.0,18.7,9.3,True,128.0,100.0,123.6,105.0
2024-11-20,Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,Milwaukee Bucks,16.0,6.7,9.3,True,122.0,106.0,122.7,116.0,2024-11-20,Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,Milwaukee Bucks,16.0,3.8,12.2,True,122.0,106.0,122.9,119.1
2024-11-19,Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,Los Angeles Lakers,6.0,13.5,7.5,True,124.0,118.0,124.5,111.0,2024-11-19,Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,Los Angeles Lakers,6.0,10.8,4.800000000000001,True,124.0,118.0,124.2,113.4
2024-11-19,San Antonio Spurs,Oklahoma City Thunder,San Antonio Spurs,San Antonio Spurs,6.0,2.3,3.7,True,110.0,104.0,111.1,108.7,2024-11-19,San Antonio Spurs,Oklahoma City Thunder,San Antonio Spurs,Oklahoma City Thunder,6.0,1.2,4.8,False,110.0,104.0,108.3,109.5
2024-11-19,Dallas Mavericks,New Orleans Pelicans,Dallas Mavericks,Dallas Mavericks,41.0,27.3,13.7,True,132.0,91.0,123.4,96.1,2024-11-19,Dallas Mavericks,New Orleans Pelicans,Dallas Mavericks,Dallas Mavericks,41.0,20.6,20.4,True,132.0,91.0,113.1,92.5
2024-11-19,Memphis Grizzlies,Denver Nuggets,Denver Nuggets,Memphis Grizzlies,12.0,2.9,9.1,False,110.0,122.0,110.2,107.3,2024-11-19,Memphis Grizzlies,Denver Nuggets,Denver Nuggets,Memphis Grizzlies,12.0,11.0,1.0,False,110.0,122.0,111.4,100.5
2024-11-19,Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,Brooklyn Nets,1.0,3.9,2.9,True,116.0,115.0,113.4,109.5,2024-11-19,Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,1.0,1.3,0.30000000000000004,False,116.0,115.0,112.3,113.7
2024-11-19,Boston Celtics,Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,3.0,1.6,1.4,False,120.0,117.0,121.2,122.9,2024-11-19,Boston Celtics,Cleveland Cavaliers,Boston Celtics,Boston Celtics,3.0,0.8,2.2,True,120.0,117.0,121.5,120.7
2024-11-18,New York Knicks,Washington Wizards,New York Knicks,New York Knicks,28.0,19.7,8.3,True,134.0,106.0,126.0,106.3,2024-11-18,New York Knicks,Washington Wizards,New York Knicks,New York Knicks,28.0,14.4,13.6,True,134.0,106.0,130.7,116.2
2024-11-18,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,Golden State Warriors,3.0,0.8,2.2,False,102.0,99.0,104.8,105.7,2024-11-18,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,Golden State Warriors,3.0,9.7,6.699999999999999,False,102.0,99.0,110.3,120.0
2024-11-18,Phoenix Suns,Orlando Magic,Orlando Magic,Orlando Magic,10.0,3.4,6.6,True,99.0,109.0,101.2,104.6,2024-11-18,Phoenix Suns,Orlando Magic,Orlando Magic,Phoenix Suns,10.0,10.4,0.40000000000000036,False,99.0,109.0,119.0,108.6
2024-11-18,Milwaukee Bucks,Houston Rockets,Milwaukee Bucks,Milwaukee Bucks,1.0,2.3,1.2999999999999998,True,101.0,100.0,104.8,102.5,2024-11-18,Milwaukee Bucks,Houston Rockets,Milwaukee Bucks,Houston Rockets,1.0,2.0,1.0,False,101.0,100.0,112.2,114.2
2024-11-18,Sacramento Kings,Atlanta Hawks,Atlanta Hawks,Sacramento Kings,1.0,6.0,5.0,False,108.0,109.0,116.7,110.7,2024-11-18,Sacramento Kings,Atlanta Hawks,Atlanta Hawks,Sacramento Kings,1.0,9.0,8.0,False,108.0,109.0,126.2,117.1
2024-11-18,Miami Heat,Philadelphia 76ers,Miami Heat,Miami Heat,17.0,9.4,7.6,True,106.0,89.0,103.5,94.1,2024-11-18,Miami Heat,Philadelphia 76ers,Miami Heat,Miami Heat,17.0,9.5,7.5,True,106.0,89.0,108.2,98.7
2024-11-18,Detroit Pistons,Chicago Bulls,Chicago Bulls,Chicago Bulls,10.0,0.2,9.8,True,112.0,122.0,119.2,119.4,2024-11-18,Detroit Pistons,Chicago Bulls,Chicago Bulls,Chicago Bulls,10.0,3.1,6.9,True,112.0,122.0,125.1,128.2
2024-11-18,Toronto Raptors,Indiana Pacers,Toronto Raptors,Toronto Raptors,11.0,6.3,4.7,True,130.0,119.0,122.3,115.9,2024-11-18,Toronto Raptors,Indiana Pacers,Toronto Raptors,Toronto Raptors,11.0,8.8,2.1999999999999993,True,130.0,119.0,118.2,109.4
2024-11-17,Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Portland Trail Blazers,4.0,0.5,3.5,True,114.0,110.0,113.4,112.9,2024-11-17,Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,4.0,8.4,4.4,False,114.0,110.0,113.5,121.9
2024-11-17,Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,Minnesota Timberwolves,3.0,1.7,1.3,True,120.0,117.0,118.7,117.0,2024-11-17,Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,Minnesota Timberwolves,3.0,10.2,7.199999999999999,True,120.0,117.0,113.6,103.4
2024-11-17,Indiana Pacers,Miami Heat,Indiana Pacers,Indiana Pacers,9.0,2.6,6.4,True,119.0,110.0,117.5,114.9,2024-11-17,Indiana Pacers,Miami Heat,Indiana Pacers,Indiana Pacers,9.0,4.4,4.6,True,119.0,110.0,118.4,114.1
2024-11-17,Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,14.0,13.4,0.5999999999999996,True,128.0,114.0,122.0,108.6,2024-11-17,Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,14.0,18.6,4.600000000000001,True,128.0,114.0,119.5,100.9
2024-11-17,Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,Memphis Grizzlies,15.0,10.9,4.1,True,105.0,90.0,112.6,101.8,2024-11-17,Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,Memphis Grizzlies,15.0,12.0,3.0,True,105.0,90.0,126.1,114.1
2024-11-17,Oklahoma City Thunder,Dallas Mavericks,Dallas Mavericks,Oklahoma City Thunder,2.0,6.7,4.7,False,119.0,121.0,120.3,113.6,2024-11-17,Oklahoma City Thunder,Dallas Mavericks,Dallas Mavericks,Oklahoma City Thunder,2.0,6.4,4.4,False,119.0,121.0,116.1,109.7
2024-11-17,Washington Wizards,Detroit Pistons,Detroit Pistons,Detroit Pistons,20.0,16.1,3.8999999999999986,True,104.0,124.0,106.5,122.6,2024-11-17,Washington Wizards,Detroit Pistons,Detroit Pistons,Detroit Pistons,20.0,12.8,7.199999999999999,True,104.0,124.0,100.2,113.0
2024-11-17,Chicago Bulls,Houston Rockets,Houston Rockets,Houston Rockets,36.0,21.5,14.5,True,107.0,143.0,111.9,133.4,2024-11-17,Chicago Bulls,Houston Rockets,Houston Rockets,Houston Rockets,36.0,10.0,26.0,True,107.0,143.0,103.4,113.4
2024-11-17,New York Knicks,Brooklyn Nets,New York Knicks,New York Knicks,10.0,4.8,5.2,True,114.0,104.0,117.8,113.0,2024-11-17,New York Knicks,Brooklyn Nets,New York Knicks,New York Knicks,10.0,5.2,4.8,True,114.0,104.0,112.6,107.4
2024-11-17,Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,Los Angeles Clippers,11.0,13.7,2.6999999999999993,True,116.0,105.0,118.2,104.5,2024-11-17,Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,Los Angeles Clippers,11.0,9.2,1.8000000000000007,True,116.0,105.0,116.3,107.1
2024-11-16,Charlotte Hornets,Milwaukee Bucks,Charlotte Hornets,Charlotte Hornets,1.0,6.8,5.8,True,115.0,114.0,113.6,106.8,2024-11-16,Charlotte Hornets,Milwaukee Bucks,Charlotte Hornets,Charlotte Hornets,1.0,17.6,16.6,True,115.0,114.0,109.2,91.6
2024-11-16,Boston Celtics,Toronto Raptors,Boston Celtics,Boston Celtics,3.0,6.9,3.9000000000000004,True,126.0,123.0,122.2,115.4,2024-11-16,Boston Celtics,Toronto Raptors,Boston Celtics,Boston Celtics,3.0,15.3,12.3,True,126.0,123.0,117.2,101.9
2024-11-16,New Orleans Pelicans,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,5.0,5.4,0.40000000000000036,True,99.0,104.0,101.3,106.8,2024-11-16,New Orleans Pelicans,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,5.0,8.9,3.9000000000000004,True,99.0,104.0,108.7,117.6
2024-11-16,Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,Dallas Mavericks,17.0,14.6,2.4000000000000004,True,110.0,93.0,111.7,97.1,2024-11-16,Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,Dallas Mavericks,17.0,10.4,6.6,True,110.0,93.0,108.4,98.0
2024-11-16,Sacramento Kings,Utah Jazz,Sacramento Kings,Sacramento Kings,4.0,8.0,4.0,True,121.0,117.0,118.9,110.9,2024-11-16,Sacramento Kings,Utah Jazz,Sacramento Kings,Sacramento Kings,4.0,7.0,3.0,True,121.0,117.0,116.5,109.5
2024-11-15,Houston Rockets,Los Angeles Clippers,Houston Rockets,Houston Rockets,21.0,13.2,7.800000000000001,True,125.0,104.0,118.0,104.7,2024-11-15,Houston Rockets,Los Angeles Clippers,Houston Rockets,Houston Rockets,21.0,17.3,3.6999999999999993,True,125.0,104.0,125.5,108.2
2024-11-15,New York Knicks,Brooklyn Nets,New York Knicks,New York Knicks,2.0,5.2,3.2,True,124.0,122.0,118.6,113.4,2024-11-15,New York Knicks,Brooklyn Nets,New York Knicks,New York Knicks,2.0,1.7,0.30000000000000004,True,124.0,122.0,111.2,109.4
2024-11-15,Indiana Pacers,Miami Heat,Miami Heat,Miami Heat,13.0,7.7,5.3,True,111.0,124.0,109.1,116.9,2024-11-15,Indiana Pacers,Miami Heat,Miami Heat,Indiana Pacers,13.0,1.1,11.9,False,111.0,124.0,115.1,114.1
2024-11-15,Orlando Magic,Philadelphia 76ers,Orlando Magic,Orlando Magic,12.0,10.5,1.5,True,98.0,86.0,100.2,89.7,2024-11-15,Orlando Magic,Philadelphia 76ers,Orlando Magic,Orlando Magic,12.0,18.4,6.399999999999999,True,98.0,86.0,117.0,98.6
2024-11-15,Toronto Raptors,Detroit Pistons,Detroit Pistons,Detroit Pistons,4.0,8.3,4.300000000000001,True,95.0,99.0,97.6,105.8,2024-11-15,Toronto Raptors,Detroit Pistons,Detroit Pistons,Toronto Raptors,4.0,2.1,1.9,False,95.0,99.0,113.6,111.5
2024-11-15,Atlanta Hawks,Washington Wizards,Atlanta Hawks,Atlanta Hawks,12.0,5.1,6.9,True,129.0,117.0,122.2,117.1,2024-11-15,Atlanta Hawks,Washington Wizards,Atlanta Hawks,Atlanta Hawks,12.0,7.0,5.0,True,129.0,117.0,117.4,110.4
2024-11-15,Cleveland Cavaliers,Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,18.0,11.1,6.9,True,144.0,126.0,132.9,121.8,2024-11-15,Cleveland Cavaliers,Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,18.0,14.3,3.6999999999999993,True,144.0,126.0,128.4,114.2
2024-11-15,Sacramento Kings,Minnesota Timberwolves,Minnesota Timberwolves,Sacramento Kings,4.0,4.7,0.7000000000000002,False,126.0,130.0,125.8,121.1,2024-11-15,Sacramento Kings,Minnesota Timberwolves,Minnesota Timberwolves,Sacramento Kings,4.0,3.5,0.5,False,126.0,130.0,115.7,112.1
2024-11-15,San Antonio Spurs,Los Angeles Lakers,Los Angeles Lakers,San Antonio Spurs,5.0,4.3,0.7000000000000002,False,115.0,120.0,112.7,108.4,2024-11-15,San Antonio Spurs,Los Angeles Lakers,Los Angeles Lakers,San Antonio Spurs,5.0,11.5,6.5,False,115.0,120.0,118.4,106.9
2024-11-15,New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,Denver Nuggets,7.0,0.1,6.9,False,101.0,94.0,103.0,103.1,2024-11-15,New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,Denver Nuggets,7.0,11.0,4.0,False,101.0,94.0,108.6,119.6
2024-11-15,Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,Oklahoma City Thunder,16.0,8.8,7.199999999999999,True,99.0,83.0,101.5,92.8,2024-11-15,Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,Oklahoma City Thunder,16.0,12.0,4.0,True,99.0,83.0,114.0,102.0
2024-11-15,Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Golden State Warriors,5.0,8.7,3.6999999999999993,True,123.0,118.0,121.2,112.5,2024-11-15,Golden State Warriors,Memphis Grizzlies,Golden State Warriors,Memphis Grizzlies,5.0,0.9,4.1,False,123.0,118.0,114.7,115.6
2024-11-14,Utah Jazz,Dallas Mavericks,Utah Jazz,Utah Jazz,2.0,1.0,1.0,True,115.0,113.0,111.4,110.3,2024-11-14,Utah Jazz,Dallas Mavericks,Utah Jazz,Dallas Mavericks,2.0,11.2,9.2,False,115.0,113.0,107.1,118.3
2024-11-13,Houston Rockets,Los Angeles Clippers,Houston Rockets,Houston Rockets,8.0,8.2,0.1999999999999993,True,111.0,103.0,113.4,105.2,2024-11-13,Houston Rockets,Los Angeles Clippers,Houston Rockets,Houston Rockets,8.0,15.1,7.1,True,111.0,103.0,122.4,107.3
2024-11-13,Orlando Magic,Indiana Pacers,Orlando Magic,Orlando Magic,4.0,6.5,2.5,True,94.0,90.0,97.2,90.7,2024-11-13,Orlando Magic,Indiana Pacers,Orlando Magic,Orlando Magic,4.0,19.8,15.8,True,94.0,90.0,115.1,95.2
2024-11-13,Brooklyn Nets,Boston Celtics,Boston Celtics,Boston Celtics,25.0,14.6,10.4,True,114.0,139.0,112.6,127.2,2024-11-13,Brooklyn Nets,Boston Celtics,Boston Celtics,Boston Celtics,25.0,15.8,9.2,True,114.0,139.0,101.6,117.4
2024-11-13,New York Knicks,Chicago Bulls,Chicago Bulls,New York Knicks,1.0,7.5,6.5,False,123.0,124.0,125.0,117.5,2024-11-13,New York Knicks,Chicago Bulls,Chicago Bulls,New York Knicks,1.0,8.3,7.300000000000001,False,123.0,124.0,120.9,112.5
2024-11-13,Philadelphia 76ers,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,8.0,14.2,6.199999999999999,True,106.0,114.0,102.0,116.2,2024-11-13,Philadelphia 76ers,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,8.0,14.8,6.800000000000001,True,106.0,114.0,102.7,117.5
2024-11-13,Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder,Oklahoma City Thunder,18.0,17.1,0.8999999999999986,True,106.0,88.0,109.0,91.8,2024-11-13,Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder,Oklahoma City Thunder,18.0,18.2,0.1999999999999993,True,106.0,88.0,112.4,94.2
2024-11-13,Milwaukee Bucks,Detroit Pistons,Milwaukee Bucks,Milwaukee Bucks,7.0,1.3,5.7,True,127.0,120.0,120.8,119.5,2024-11-13,Milwaukee Bucks,Detroit Pistons,Milwaukee Bucks,Milwaukee Bucks,7.0,3.4,3.6,True,127.0,120.0,106.8,103.4
2024-11-13,San Antonio Spurs,Washington Wizards,San Antonio Spurs,San Antonio Spurs,9.0,17.0,8.0,True,139.0,130.0,133.2,116.2,2024-11-13,San Antonio Spurs,Washington Wizards,San Antonio Spurs,San Antonio Spurs,9.0,15.9,6.9,True,139.0,130.0,116.5,100.6
2024-11-13,Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,Los Angeles Lakers,5.0,9.1,4.1,True,128.0,123.0,127.7,118.6,2024-11-13,Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,Los Angeles Lakers,5.0,10.1,5.1,True,128.0,123.0,122.6,112.4
2024-11-13,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Portland Trail Blazers,8.0,8.7,0.6999999999999993,True,106.0,98.0,110.2,101.5,2024-11-13,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,8.0,4.5,3.5,False,106.0,98.0,109.0,113.5
2024-11-13,Sacramento Kings,Phoenix Suns,Sacramento Kings,Sacramento Kings,23.0,10.6,12.4,True,127.0,104.0,119.1,108.6,2024-11-13,Sacramento Kings,Phoenix Suns,Sacramento Kings,Sacramento Kings,23.0,8.3,14.7,True,127.0,104.0,119.2,110.9
2024-11-12,Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,Milwaukee Bucks,14.0,5.8,8.2,True,99.0,85.0,104.6,98.8,2024-11-12,Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,Milwaukee Bucks,14.0,8.5,5.5,True,99.0,85.0,109.1,100.6
2024-11-12,Detroit Pistons,Miami Heat,Detroit Pistons,Detroit Pistons,2.0,0.5,1.5,True,123.0,121.0,118.3,117.8,2024-11-12,Detroit Pistons,Miami Heat,Detroit Pistons,Miami Heat,2.0,1.1,0.8999999999999999,False,123.0,121.0,109.7,110.8
2024-11-12,Orlando Magic,Charlotte Hornets,Orlando Magic,Orlando Magic,25.0,23.4,1.6000000000000014,True,114.0,89.0,112.0,88.6,2024-11-12,Orlando Magic,Charlotte Hornets,Orlando Magic,Orlando Magic,25.0,24.4,0.6000000000000014,True,114.0,89.0,116.0,91.6
2024-11-12,Philadelphia 76ers,New York Knicks,New York Knicks,New York Knicks,12.0,8.9,3.0999999999999996,True,99.0,111.0,100.4,109.3,2024-11-12,Philadelphia 76ers,New York Knicks,New York Knicks,New York Knicks,12.0,9.6,2.4000000000000004,True,99.0,111.0,101.2,110.9
2024-11-12,Boston Celtics,Atlanta Hawks,Atlanta Hawks,Boston Celtics,1.0,1.8,0.8,False,116.0,117.0,119.7,118.0,2024-11-12,Boston Celtics,Atlanta Hawks,Atlanta Hawks,Boston Celtics,1.0,10.3,9.3,False,116.0,117.0,117.6,107.4
2024-11-12,Utah Jazz,Phoenix Suns,Phoenix Suns,Phoenix Suns,8.0,4.3,3.7,True,112.0,120.0,111.9,116.2,2024-11-12,Utah Jazz,Phoenix Suns,Phoenix Suns,Phoenix Suns,8.0,12.2,4.199999999999999,True,112.0,120.0,108.6,120.8
2024-11-12,Golden State Warriors,Dallas Mavericks,Golden State Warriors,Golden State Warriors,3.0,0.8,2.2,True,120.0,117.0,114.2,113.4,2024-11-12,Golden State Warriors,Dallas Mavericks,Golden State Warriors,Golden State Warriors,3.0,9.1,6.1,True,120.0,117.0,119.6,110.5
2024-11-12,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Portland Trail Blazers,14.0,7.5,6.5,True,122.0,108.0,117.3,109.8,2024-11-12,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,14.0,5.4,8.6,False,122.0,108.0,112.3,117.7
2024-11-11,San Antonio Spurs,Sacramento Kings,San Antonio Spurs,San Antonio Spurs,20.0,12.4,7.6,True,116.0,96.0,114.7,102.3,2024-11-11,San Antonio Spurs,Sacramento Kings,San Antonio Spurs,San Antonio Spurs,20.0,2.6,17.4,True,116.0,96.0,116.3,113.8
2024-11-11,Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,Oklahoma City Thunder,6.0,8.9,2.9000000000000004,True,134.0,128.0,127.8,118.9,2024-11-11,Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,Los Angeles Clippers,6.0,6.3,0.2999999999999998,False,134.0,128.0,104.6,111.0
2024-11-11,Houston Rockets,Washington Wizards,Houston Rockets,Houston Rockets,15.0,16.6,1.6000000000000014,True,107.0,92.0,116.5,99.9,2024-11-11,Houston Rockets,Washington Wizards,Houston Rockets,Houston Rockets,15.0,25.0,10.0,True,107.0,92.0,120.6,95.6
2024-11-11,New Orleans Pelicans,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,2.0,4.1,2.0999999999999996,True,105.0,107.0,105.0,109.2,2024-11-11,New Orleans Pelicans,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,2.0,10.1,8.1,True,105.0,107.0,105.5,115.6
2024-11-11,Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,6.0,8.2,2.1999999999999993,True,113.0,119.0,115.2,123.5,2024-11-11,Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,6.0,10.0,4.0,True,113.0,119.0,114.6,124.6
2024-11-10,Milwaukee Bucks,Boston Celtics,Boston Celtics,Boston Celtics,6.0,6.2,0.20000000000000018,True,107.0,113.0,106.4,112.6,2024-11-10,Milwaukee Bucks,Boston Celtics,Boston Celtics,Boston Celtics,6.0,5.3,0.7000000000000002,True,107.0,113.0,116.1,121.4
2024-11-10,Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,20.0,9.1,10.9,True,123.0,103.0,118.1,108.9,2024-11-10,Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,20.0,6.9,13.1,True,123.0,103.0,124.5,117.6
2024-11-10,Phoenix Suns,Sacramento Kings,Sacramento Kings,Sacramento Kings,9.0,11.1,2.0999999999999996,True,118.0,127.0,116.5,127.6,2024-11-10,Phoenix Suns,Sacramento Kings,Sacramento Kings,Sacramento Kings,9.0,3.8,5.2,True,118.0,127.0,114.8,118.6
2024-11-10,Denver Nuggets,Dallas Mavericks,Denver Nuggets,Denver Nuggets,2.0,1.1,0.8999999999999999,True,122.0,120.0,122.8,121.7,2024-11-10,Denver Nuggets,Dallas Mavericks,Denver Nuggets,Denver Nuggets,2.0,2.8,0.7999999999999998,True,122.0,120.0,127.3,124.5
2024-11-10,Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,Philadelphia 76ers,2.0,4.0,2.0,True,107.0,105.0,107.9,103.9,2024-11-10,Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,Charlotte Hornets,2.0,3.4,1.4,False,107.0,105.0,101.4,104.8
2024-11-10,Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,45.0,24.6,20.4,True,89.0,134.0,101.1,125.6,2024-11-10,Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,45.0,16.2,28.8,True,89.0,134.0,105.7,121.9
2024-11-10,Minnesota Timberwolves,Miami Heat,Miami Heat,Minnesota Timberwolves,1.0,3.9,2.9,False,94.0,95.0,103.4,99.4,2024-11-10,Minnesota Timberwolves,Miami Heat,Miami Heat,Minnesota Timberwolves,1.0,5.1,4.1,False,94.0,95.0,112.2,107.1
