Date_SingleModel,Home_SingleModel,Away_SingleModel,ActualWinner_SingleModel,PredictedWinner_SingleModel,ActualSpread_SingleModel,PredictedSpread_SingleModel,SpreadError_SingleModel,Correct_SingleModel,HomePoints_SingleModel,AwayPoints_SingleModel,PredictedHomePoints_SingleModel,PredictedAwayPoints_SingleModel,Date_weekBatchRetrain,Home_weekBatchRetrain,Away_weekBatchRetrain,ActualWinner_weekBatchRetrain,PredictedWinner_weekBatchRetrain,ActualSpread_weekBatchRetrain,PredictedSpread_weekBatchRetrain,SpreadError_weekBatchRetrain,Correct_weekBatchRetrain,HomePoints_weekBatchRetrain,AwayPoints_weekBatchRetrain,PredictedHomePoints_weekBatchRetrain,PredictedAwayPoints_weekBatchRetrain
2024-12-04,Brooklyn Nets,Indiana Pacers,Brooklyn Nets,Indiana Pacers,9.0,2.7,6.3,False,99.0,90.0,100.3,103.0,2024-12-04,Brooklyn Nets,Indiana Pacers,Brooklyn Nets,Indiana Pacers,9.0,5.5,3.5,False,99.0,90.0,102.2,107.7
2024-12-04,Boston Celtics,Detroit Pistons,Boston Celtics,Boston Celtics,10.0,14.5,4.5,True,130.0,120.0,122.2,107.7,2024-12-04,Boston Celtics,Detroit Pistons,Boston Celtics,Boston Celtics,10.0,15.4,5.4,True,130.0,120.0,118.7,103.3
2024-12-03,Detroit Pistons,Milwaukee Bucks,Milwaukee Bucks,Milwaukee Bucks,21.0,13.0,8.0,True,107.0,128.0,110.4,123.3,2024-12-03,Detroit Pistons,Milwaukee Bucks,Milwaukee Bucks,Milwaukee Bucks,21.0,4.7,16.3,True,107.0,128.0,109.6,114.3
2024-12-03,Phoenix Suns,San Antonio Spurs,Phoenix Suns,Phoenix Suns,11.0,9.6,1.4000000000000004,True,104.0,93.0,111.0,101.5,2024-12-03,Phoenix Suns,San Antonio Spurs,Phoenix Suns,Phoenix Suns,11.0,3.6,7.4,True,104.0,93.0,120.3,116.7
2024-12-03,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,Los Angeles Clippers,22.0,17.7,4.300000000000001,True,127.0,105.0,122.9,105.2,2024-12-03,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,Los Angeles Clippers,22.0,13.9,8.1,True,127.0,105.0,115.5,101.6
2024-12-03,Sacramento Kings,Houston Rockets,Sacramento Kings,Sacramento Kings,9.0,3.4,5.6,True,120.0,111.0,118.4,115.0,2024-12-03,Sacramento Kings,Houston Rockets,Sacramento Kings,Houston Rockets,9.0,10.0,1.0,False,120.0,111.0,105.6,115.6
2024-12-03,Denver Nuggets,Golden State Warriors,Denver Nuggets,Denver Nuggets,4.0,3.2,0.7999999999999998,True,119.0,115.0,118.5,115.4,2024-12-03,Denver Nuggets,Golden State Warriors,Denver Nuggets,Golden State Warriors,4.0,7.1,3.0999999999999996,False,119.0,115.0,116.4,123.5
2024-12-03,Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks,Dallas Mavericks,5.0,6.5,1.5,True,121.0,116.0,121.1,114.6,2024-12-03,Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks,Dallas Mavericks,5.0,4.6,0.40000000000000036,True,121.0,116.0,125.8,121.3
2024-12-03,Toronto Raptors,Indiana Pacers,Toronto Raptors,Toronto Raptors,11.0,7.2,3.8,True,122.0,111.0,121.7,114.5,2024-12-03,Toronto Raptors,Indiana Pacers,Toronto Raptors,Toronto Raptors,11.0,5.6,5.4,True,122.0,111.0,125.8,120.2
2024-12-03,New York Knicks,Orlando Magic,New York Knicks,New York Knicks,15.0,10.9,4.1,True,121.0,106.0,113.0,102.1,2024-12-03,New York Knicks,Orlando Magic,New York Knicks,New York Knicks,15.0,6.5,8.5,True,121.0,106.0,108.4,101.9
2024-12-03,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,Cleveland Cavaliers,31.0,17.0,14.0,True,118.0,87.0,119.6,102.6,2024-12-03,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,Cleveland Cavaliers,31.0,16.2,14.8,True,118.0,87.0,129.5,113.2
2024-12-03,Charlotte Hornets,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,6.0,1.8,4.2,True,104.0,110.0,106.9,108.7,2024-12-03,Charlotte Hornets,Philadelphia 76ers,Philadelphia 76ers,Charlotte Hornets,6.0,2.4,3.6,False,104.0,110.0,96.2,93.7
2024-12-03,Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,Oklahoma City Thunder,27.0,22.6,4.399999999999999,True,133.0,106.0,127.3,104.7,2024-12-03,Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,Oklahoma City Thunder,27.0,13.9,13.1,True,133.0,106.0,122.5,108.7
2024-12-02,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,Minnesota Timberwolves,29.0,8.7,20.3,True,109.0,80.0,103.1,94.4,2024-12-02,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,Minnesota Timberwolves,29.0,6.3,22.7,True,109.0,80.0,106.8,100.5
2024-12-02,Chicago Bulls,Brooklyn Nets,Chicago Bulls,Chicago Bulls,26.0,8.6,17.4,True,128.0,102.0,124.5,115.9,2024-12-02,Chicago Bulls,Brooklyn Nets,Chicago Bulls,Brooklyn Nets,26.0,6.6,19.4,False,128.0,102.0,122.5,129.1
2024-12-02,Boston Celtics,Miami Heat,Boston Celtics,Boston Celtics,19.0,15.0,4.0,True,108.0,89.0,111.2,96.1,2024-12-02,Boston Celtics,Miami Heat,Boston Celtics,Boston Celtics,19.0,12.0,7.0,True,108.0,89.0,111.7,99.7
2024-12-02,Atlanta Hawks,New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,12.0,7.8,4.2,True,124.0,112.0,117.9,110.1,2024-12-02,Atlanta Hawks,New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,12.0,9.9,2.0999999999999996,True,124.0,112.0,116.3,106.3
2024-12-01,New York Knicks,New Orleans Pelicans,New York Knicks,New York Knicks,33.0,25.5,7.5,True,118.0,85.0,121.1,95.6,2024-12-01,New York Knicks,New Orleans Pelicans,New York Knicks,New York Knicks,33.0,25.5,7.5,True,118.0,85.0,126.1,100.6
2024-12-01,Utah Jazz,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,1.0,5.3,4.3,True,104.0,105.0,105.5,110.7,2024-12-01,Utah Jazz,Los Angeles Lakers,Los Angeles Lakers,Utah Jazz,1.0,0.7,0.30000000000000004,False,104.0,105.0,109.4,108.7
2024-12-01,Houston Rockets,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,3.0,0.3,2.7,False,119.0,116.0,107.0,107.3,2024-12-01,Houston Rockets,Oklahoma City Thunder,Houston Rockets,Houston Rockets,3.0,3.7,0.7000000000000002,True,119.0,116.0,106.1,102.4
2024-12-01,Sacramento Kings,San Antonio Spurs,San Antonio Spurs,Sacramento Kings,2.0,2.2,0.20000000000000018,False,125.0,127.0,119.3,117.1,2024-12-01,Sacramento Kings,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,2.0,2.6,0.6000000000000001,True,125.0,127.0,114.1,116.7
2024-12-01,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,Denver Nuggets,4.0,3.4,0.6000000000000001,False,126.0,122.0,117.1,120.5,2024-12-01,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,Los Angeles Clippers,4.0,0.4,3.6,True,126.0,122.0,106.9,106.5
2024-12-01,Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,Cleveland Cavaliers,4.0,1.5,2.5,True,115.0,111.0,117.7,116.2,2024-12-01,Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,Cleveland Cavaliers,4.0,3.9,0.10000000000000009,True,115.0,111.0,124.6,120.7
2024-12-01,Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,Memphis Grizzlies,15.0,12.4,2.5999999999999996,True,136.0,121.0,132.1,119.8,2024-12-01,Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,Memphis Grizzlies,15.0,11.2,3.8000000000000007,True,136.0,121.0,127.4,116.2
2024-12-01,Brooklyn Nets,Orlando Magic,Orlando Magic,Orlando Magic,8.0,8.1,0.09999999999999964,True,92.0,100.0,97.8,105.9,2024-12-01,Brooklyn Nets,Orlando Magic,Orlando Magic,Orlando Magic,8.0,2.3,5.7,True,92.0,100.0,102.1,104.4
2024-12-01,Toronto Raptors,Miami Heat,Toronto Raptors,Toronto Raptors,3.0,1.8,1.2,True,119.0,116.0,115.0,113.2,2024-12-01,Toronto Raptors,Miami Heat,Toronto Raptors,Toronto Raptors,3.0,0.9,2.1,True,119.0,116.0,114.2,113.3
2024-12-01,Portland Trail Blazers,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,6.0,3.7,2.3,True,131.0,137.0,123.5,127.3,2024-12-01,Portland Trail Blazers,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,6.0,2.8,3.2,True,131.0,137.0,115.3,118.1
2024-11-30,Detroit Pistons,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,15.0,5.4,9.6,True,96.0,111.0,100.9,106.3,2024-11-30,Detroit Pistons,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,15.0,3.3,11.7,True,96.0,111.0,105.2,108.5
2024-11-30,Charlotte Hornets,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,3.0,2.8,0.20000000000000018,True,104.0,107.0,104.2,107.1,2024-11-30,Charlotte Hornets,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets,3.0,7.6,4.6,False,104.0,107.0,116.3,108.7
2024-11-30,Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,Milwaukee Bucks,10.0,13.8,3.8000000000000007,True,124.0,114.0,121.3,107.5,2024-11-30,Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,Milwaukee Bucks,10.0,13.7,3.6999999999999993,True,124.0,114.0,125.3,111.6
2024-11-30,Phoenix Suns,Golden State Warriors,Phoenix Suns,Phoenix Suns,8.0,8.2,0.1999999999999993,True,113.0,105.0,110.7,102.5,2024-11-30,Phoenix Suns,Golden State Warriors,Phoenix Suns,Phoenix Suns,8.0,5.9,2.0999999999999996,True,113.0,105.0,108.6,102.7
2024-11-30,Utah Jazz,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,12.0,10.6,1.4000000000000004,True,94.0,106.0,105.2,115.8,2024-11-30,Utah Jazz,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,12.0,8.8,3.1999999999999993,True,94.0,106.0,113.4,122.2
2024-11-29,Brooklyn Nets,Orlando Magic,Orlando Magic,Orlando Magic,23.0,13.7,9.3,True,100.0,123.0,97.9,111.6,2024-11-29,Brooklyn Nets,Orlando Magic,Orlando Magic,Orlando Magic,23.0,2.5,20.5,True,100.0,123.0,104.0,106.5
2024-11-29,Los Angeles Lakers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,8.0,8.6,0.5999999999999996,True,93.0,101.0,99.6,108.2,2024-11-29,Los Angeles Lakers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,8.0,12.9,4.9,True,93.0,101.0,108.0,120.9
2024-11-29,Miami Heat,Toronto Raptors,Miami Heat,Miami Heat,10.0,3.7,6.3,True,121.0,111.0,112.8,109.1,2024-11-29,Miami Heat,Toronto Raptors,Miami Heat,Miami Heat,10.0,8.9,1.0999999999999996,True,121.0,111.0,107.8,98.9
2024-11-29,Indiana Pacers,Detroit Pistons,Detroit Pistons,Detroit Pistons,24.0,8.4,15.6,True,106.0,130.0,111.5,120.0,2024-11-29,Indiana Pacers,Detroit Pistons,Detroit Pistons,Detroit Pistons,24.0,0.7,23.3,True,106.0,130.0,115.7,116.4
2024-11-29,Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers,16.0,0.9,15.1,False,117.0,101.0,115.9,116.8,2024-11-29,Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers,16.0,6.4,9.6,False,117.0,101.0,117.1,123.5
2024-11-29,Chicago Bulls,Boston Celtics,Boston Celtics,Boston Celtics,9.0,12.0,3.0,True,129.0,138.0,119.5,131.5,2024-11-29,Chicago Bulls,Boston Celtics,Boston Celtics,Boston Celtics,9.0,14.2,5.199999999999999,True,129.0,138.0,110.3,124.6
2024-11-29,Memphis Grizzlies,New Orleans Pelicans,Memphis Grizzlies,Memphis Grizzlies,11.0,22.9,11.899999999999999,True,120.0,109.0,130.4,107.5,2024-11-29,Memphis Grizzlies,New Orleans Pelicans,Memphis Grizzlies,Memphis Grizzlies,11.0,24.0,13.0,True,120.0,109.0,125.3,101.3
2024-11-29,Charlotte Hornets,New York Knicks,New York Knicks,New York Knicks,1.0,7.5,6.5,True,98.0,99.0,99.0,106.5,2024-11-29,Charlotte Hornets,New York Knicks,New York Knicks,Charlotte Hornets,1.0,5.2,4.2,False,98.0,99.0,117.1,111.9
2024-11-29,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,Los Angeles Clippers,1.0,1.6,0.6000000000000001,False,93.0,92.0,100.6,102.2,2024-11-29,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,Minnesota Timberwolves,1.0,2.3,1.2999999999999998,True,93.0,92.0,111.9,109.5
2024-11-29,Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,Sacramento Kings,9.0,1.6,7.4,False,115.0,106.0,106.6,108.3,2024-11-29,Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,Portland Trail Blazers,9.0,9.0,0.0,True,115.0,106.0,109.8,100.9
2024-11-27,Memphis Grizzlies,Detroit Pistons,Memphis Grizzlies,Memphis Grizzlies,20.0,13.6,6.4,True,131.0,111.0,124.0,110.5,2024-11-27,Memphis Grizzlies,Detroit Pistons,Memphis Grizzlies,Memphis Grizzlies,20.0,9.4,10.6,True,131.0,111.0,116.7,107.2
2024-11-27,Golden State Warriors,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,4.0,6.1,2.0999999999999996,True,101.0,105.0,101.9,108.0,2024-11-27,Golden State Warriors,Oklahoma City Thunder,Oklahoma City Thunder,Golden State Warriors,4.0,4.1,0.09999999999999964,False,101.0,105.0,113.0,108.9
2024-11-27,Utah Jazz,Denver Nuggets,Denver Nuggets,Denver Nuggets,19.0,15.3,3.6999999999999993,True,103.0,122.0,107.2,122.5,2024-11-27,Utah Jazz,Denver Nuggets,Denver Nuggets,Denver Nuggets,19.0,10.3,8.7,True,103.0,122.0,107.0,117.2
2024-11-27,Phoenix Suns,Brooklyn Nets,Brooklyn Nets,Phoenix Suns,10.0,3.1,6.9,False,117.0,127.0,116.6,113.5,2024-11-27,Phoenix Suns,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,10.0,1.2,8.8,True,117.0,127.0,113.2,114.5
2024-11-27,San Antonio Spurs,Los Angeles Lakers,Los Angeles Lakers,San Antonio Spurs,18.0,2.1,15.9,False,101.0,119.0,115.2,113.1,2024-11-27,San Antonio Spurs,Los Angeles Lakers,Los Angeles Lakers,San Antonio Spurs,18.0,2.1,15.9,False,101.0,119.0,119.8,117.6
2024-11-27,New Orleans Pelicans,Toronto Raptors,Toronto Raptors,Toronto Raptors,26.0,17.9,8.100000000000001,True,93.0,119.0,96.2,114.1,2024-11-27,New Orleans Pelicans,Toronto Raptors,Toronto Raptors,New Orleans Pelicans,26.0,1.8,24.2,False,93.0,119.0,105.4,103.7
2024-11-27,Minnesota Timberwolves,Sacramento Kings,Sacramento Kings,Sacramento Kings,11.0,5.7,5.3,True,104.0,115.0,103.9,109.6,2024-11-27,Minnesota Timberwolves,Sacramento Kings,Sacramento Kings,Minnesota Timberwolves,11.0,12.6,1.5999999999999996,False,104.0,115.0,116.3,103.6
2024-11-27,Philadelphia 76ers,Houston Rockets,Houston Rockets,Houston Rockets,7.0,11.9,4.9,True,115.0,122.0,107.5,119.4,2024-11-27,Philadelphia 76ers,Houston Rockets,Houston Rockets,Houston Rockets,7.0,17.6,10.600000000000001,True,115.0,122.0,99.3,116.8
2024-11-27,Washington Wizards,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,25.0,19.8,5.199999999999999,True,96.0,121.0,105.4,125.1,2024-11-27,Washington Wizards,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,25.0,14.4,10.6,True,96.0,121.0,105.3,119.7
2024-11-27,Orlando Magic,Chicago Bulls,Orlando Magic,Orlando Magic,14.0,8.9,5.1,True,133.0,119.0,126.9,118.0,2024-11-27,Orlando Magic,Chicago Bulls,Orlando Magic,Orlando Magic,14.0,10.0,4.0,True,133.0,119.0,112.5,102.4
2024-11-27,Indiana Pacers,Portland Trail Blazers,Indiana Pacers,Indiana Pacers,7.0,8.6,1.5999999999999996,True,121.0,114.0,117.8,109.2,2024-11-27,Indiana Pacers,Portland Trail Blazers,Indiana Pacers,Indiana Pacers,7.0,10.0,3.0,True,121.0,114.0,113.2,103.2
2024-11-27,Cleveland Cavaliers,Atlanta Hawks,Atlanta Hawks,Cleveland Cavaliers,11.0,0.4,10.6,False,124.0,135.0,122.5,122.1,2024-11-27,Cleveland Cavaliers,Atlanta Hawks,Atlanta Hawks,Cleveland Cavaliers,11.0,12.8,1.8000000000000007,False,124.0,135.0,125.6,112.9
2024-11-27,Charlotte Hornets,Miami Heat,Miami Heat,Miami Heat,4.0,6.5,2.5,True,94.0,98.0,97.0,103.6,2024-11-27,Charlotte Hornets,Miami Heat,Miami Heat,Charlotte Hornets,4.0,6.0,2.0,False,94.0,98.0,109.8,103.8
2024-11-27,Dallas Mavericks,New York Knicks,Dallas Mavericks,Dallas Mavericks,15.0,6.5,8.5,True,129.0,114.0,122.0,115.4,2024-11-27,Dallas Mavericks,New York Knicks,Dallas Mavericks,Dallas Mavericks,15.0,5.5,9.5,True,129.0,114.0,122.8,117.3
2024-11-26,Phoenix Suns,Los Angeles Lakers,Phoenix Suns,Phoenix Suns,27.0,12.2,14.8,True,127.0,100.0,121.6,109.3,2024-11-26,Phoenix Suns,Los Angeles Lakers,Phoenix Suns,Phoenix Suns,27.0,0.9,26.1,True,127.0,100.0,120.8,119.9
2024-11-26,Utah Jazz,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,13.0,1.8,11.2,True,115.0,128.0,108.6,110.3,2024-11-26,Utah Jazz,San Antonio Spurs,San Antonio Spurs,Utah Jazz,13.0,1.7,11.3,False,115.0,128.0,107.3,105.6
2024-11-26,Minnesota Timberwolves,Houston Rockets,Houston Rockets,Houston Rockets,6.0,2.5,3.5,True,111.0,117.0,107.5,110.0,2024-11-26,Minnesota Timberwolves,Houston Rockets,Houston Rockets,Minnesota Timberwolves,6.0,5.5,0.5,False,111.0,117.0,114.1,108.5
2024-11-26,Miami Heat,Milwaukee Bucks,Milwaukee Bucks,Milwaukee Bucks,3.0,1.3,1.7,True,103.0,106.0,109.0,110.3,2024-11-26,Miami Heat,Milwaukee Bucks,Milwaukee Bucks,Miami Heat,3.0,6.6,3.5999999999999996,False,103.0,106.0,109.1,102.5
2024-11-26,Washington Wizards,Chicago Bulls,Chicago Bulls,Chicago Bulls,19.0,7.9,11.1,True,108.0,127.0,114.3,122.1,2024-11-26,Washington Wizards,Chicago Bulls,Chicago Bulls,Chicago Bulls,19.0,8.2,10.8,True,108.0,127.0,113.5,121.7
2024-11-25,Boston Celtics,Los Angeles Clippers,Boston Celtics,Boston Celtics,32.0,17.9,14.100000000000001,True,126.0,94.0,119.6,101.7,2024-11-25,Boston Celtics,Los Angeles Clippers,Boston Celtics,Boston Celtics,32.0,5.4,26.6,True,126.0,94.0,118.0,112.6
2024-11-25,Denver Nuggets,New York Knicks,New York Knicks,New York Knicks,27.0,10.6,16.4,True,118.0,145.0,126.8,137.4,2024-11-25,Denver Nuggets,New York Knicks,New York Knicks,New York Knicks,27.0,3.0,24.0,True,118.0,145.0,122.0,125.0
2024-11-25,Sacramento Kings,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,21.0,18.8,2.1999999999999993,True,109.0,130.0,106.2,125.0,2024-11-25,Sacramento Kings,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,21.0,11.0,10.0,True,109.0,130.0,109.3,120.3
2024-11-25,Golden State Warriors,Brooklyn Nets,Brooklyn Nets,Golden State Warriors,8.0,4.4,3.5999999999999996,False,120.0,128.0,117.0,112.6,2024-11-25,Golden State Warriors,Brooklyn Nets,Brooklyn Nets,Golden State Warriors,8.0,11.6,3.5999999999999996,False,120.0,128.0,111.4,99.8
2024-11-25,Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,25.0,15.7,9.3,True,123.0,98.0,118.6,102.9,2024-11-25,Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,25.0,16.5,8.5,True,123.0,98.0,117.4,101.0
2024-11-25,Indiana Pacers,New Orleans Pelicans,Indiana Pacers,Indiana Pacers,4.0,11.5,7.5,True,114.0,110.0,116.8,105.3,2024-11-25,Indiana Pacers,New Orleans Pelicans,Indiana Pacers,Indiana Pacers,4.0,18.9,14.899999999999999,True,114.0,110.0,118.7,99.8
2024-11-25,Atlanta Hawks,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,10.0,7.5,2.5,True,119.0,129.0,118.2,125.8,2024-11-25,Atlanta Hawks,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,10.0,8.4,1.5999999999999996,True,119.0,129.0,120.2,128.6
2024-11-25,Detroit Pistons,Toronto Raptors,Detroit Pistons,Toronto Raptors,2.0,3.4,1.4,False,102.0,100.0,104.7,108.1,2024-11-25,Detroit Pistons,Toronto Raptors,Detroit Pistons,Detroit Pistons,2.0,8.0,6.0,True,102.0,100.0,116.0,108.0
2024-11-25,Charlotte Hornets,Orlando Magic,Orlando Magic,Orlando Magic,11.0,5.4,5.6,True,84.0,95.0,96.6,102.0,2024-11-25,Charlotte Hornets,Orlando Magic,Orlando Magic,Charlotte Hornets,11.0,5.0,6.0,False,84.0,95.0,104.5,99.5
2024-11-24,Sacramento Kings,Brooklyn Nets,Brooklyn Nets,Sacramento Kings,5.0,0.2,4.8,False,103.0,108.0,111.6,111.4,2024-11-24,Sacramento Kings,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,5.0,0.8,4.2,True,103.0,108.0,119.7,120.4
2024-11-24,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,Cleveland Cavaliers,14.0,11.8,2.1999999999999993,True,122.0,108.0,124.8,113.0,2024-11-24,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,Cleveland Cavaliers,14.0,16.8,2.8000000000000007,True,122.0,108.0,127.1,110.2
2024-11-24,Philadelphia 76ers,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,26.0,17.9,8.100000000000001,True,99.0,125.0,100.9,118.8,2024-11-24,Philadelphia 76ers,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,26.0,12.6,13.4,True,99.0,125.0,100.7,113.2
2024-11-24,Miami Heat,Dallas Mavericks,Miami Heat,Miami Heat,5.0,2.4,2.6,True,123.0,118.0,119.9,117.5,2024-11-24,Miami Heat,Dallas Mavericks,Miami Heat,Dallas Mavericks,5.0,5.0,0.0,False,123.0,118.0,115.4,120.4
2024-11-24,Indiana Pacers,Washington Wizards,Indiana Pacers,Indiana Pacers,12.0,12.1,0.09999999999999964,True,115.0,103.0,121.8,109.7,2024-11-24,Indiana Pacers,Washington Wizards,Indiana Pacers,Indiana Pacers,12.0,10.6,1.4000000000000004,True,115.0,103.0,125.9,115.3
2024-11-24,Boston Celtics,Minnesota Timberwolves,Boston Celtics,Minnesota Timberwolves,2.0,0.7,1.3,False,107.0,105.0,108.3,109.0,2024-11-24,Boston Celtics,Minnesota Timberwolves,Boston Celtics,Boston Celtics,2.0,4.8,2.8,True,107.0,105.0,120.8,115.9
2024-11-23,Utah Jazz,New York Knicks,Utah Jazz,Utah Jazz,15.0,7.2,7.8,True,121.0,106.0,112.8,105.7,2024-11-23,Utah Jazz,New York Knicks,Utah Jazz,New York Knicks,15.0,2.1,12.9,False,121.0,106.0,106.7,108.9
2024-11-23,Los Angeles Lakers,Denver Nuggets,Denver Nuggets,Denver Nuggets,25.0,7.0,18.0,True,102.0,127.0,109.1,116.1,2024-11-23,Los Angeles Lakers,Denver Nuggets,Denver Nuggets,Los Angeles Lakers,25.0,2.5,22.5,False,102.0,127.0,120.4,117.9
2024-11-23,Milwaukee Bucks,Charlotte Hornets,Milwaukee Bucks,Milwaukee Bucks,6.0,9.2,3.1999999999999993,True,125.0,119.0,122.1,112.9,2024-11-23,Milwaukee Bucks,Charlotte Hornets,Milwaukee Bucks,Milwaukee Bucks,6.0,15.5,9.5,True,125.0,119.0,119.4,103.9
2024-11-23,San Antonio Spurs,Golden State Warriors,San Antonio Spurs,San Antonio Spurs,10.0,10.0,0.0,True,104.0,94.0,107.8,97.8,2024-11-23,San Antonio Spurs,Golden State Warriors,San Antonio Spurs,Golden State Warriors,10.0,1.7,8.3,False,104.0,94.0,112.9,114.6
2024-11-23,Chicago Bulls,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,11.0,8.7,2.3000000000000007,True,131.0,142.0,125.0,133.7,2024-11-23,Chicago Bulls,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,11.0,16.2,5.199999999999999,True,131.0,142.0,115.8,131.9
2024-11-23,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,Houston Rockets,6.0,9.9,3.9000000000000004,False,98.0,104.0,108.6,98.7,2024-11-23,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,Houston Rockets,6.0,19.5,13.5,False,98.0,104.0,113.7,94.2
2024-11-23,Orlando Magic,Detroit Pistons,Orlando Magic,Orlando Magic,11.0,8.8,2.1999999999999993,True,111.0,100.0,106.8,98.0,2024-11-23,Orlando Magic,Detroit Pistons,Orlando Magic,Orlando Magic,11.0,9.3,1.6999999999999993,True,111.0,100.0,104.6,95.4
2024-11-22,Washington Wizards,Boston Celtics,Boston Celtics,Boston Celtics,12.0,15.8,3.8000000000000007,True,96.0,108.0,97.3,113.1,2024-11-22,Washington Wizards,Boston Celtics,Boston Celtics,Boston Celtics,12.0,23.3,11.3,True,96.0,108.0,101.4,124.7
2024-11-22,Los Angeles Clippers,Sacramento Kings,Los Angeles Clippers,Los Angeles Clippers,16.0,7.5,8.5,True,104.0,88.0,102.0,94.5,2024-11-22,Los Angeles Clippers,Sacramento Kings,Los Angeles Clippers,Los Angeles Clippers,16.0,12.6,3.4000000000000004,True,104.0,88.0,108.5,95.9
2024-11-22,Denver Nuggets,Dallas Mavericks,Dallas Mavericks,Denver Nuggets,3.0,0.2,2.8,False,120.0,123.0,123.8,123.6,2024-11-22,Denver Nuggets,Dallas Mavericks,Dallas Mavericks,Denver Nuggets,3.0,2.0,1.0,False,120.0,123.0,122.6,120.5
2024-11-22,Houston Rockets,Portland Trail Blazers,Houston Rockets,Houston Rockets,28.0,16.9,11.100000000000001,True,116.0,88.0,114.0,97.1,2024-11-22,Houston Rockets,Portland Trail Blazers,Houston Rockets,Houston Rockets,28.0,22.6,5.399999999999999,True,116.0,88.0,116.9,94.2
2024-11-22,Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks,Milwaukee Bucks,12.0,6.4,5.6,True,129.0,117.0,120.9,114.5,2024-11-22,Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks,Milwaukee Bucks,12.0,12.4,0.40000000000000036,True,129.0,117.0,110.8,98.4
